#
ToothTime,Time
ms,ms
MARK 000
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
0.000,3394.656
MARK 001
34.274,3428.930
33.808,3462.739
32.858,3495.597
34.237,3529.834
33.072,3562.906
32.665,3595.571
32.769,3628.340
32.142,3660.482
32.002,3692.485
31.868,3724.353
31.608,3755.961
31.544,3787.505
31.310,3818.815
31.460,3850.275
31.384,3881.659
32.112,3913.771
30.602,3944.373
30.489,3974.862
30.926,4005.788
31.430,4037.218
30.363,4067.581
30.378,4097.959
30.763,4128.722
31.450,4160.172
30.818,4190.990
30.992,4221.982
31.917,4253.899
31.050,4284.949
32.316,4317.265
32.558,4349.823
32.993,4382.816
31.982,4414.797
32.261,4447.058
32.653,4479.711
32.500,4512.211
31.997,4544.208
33.137,4577.344
32.803,4610.147
32.195,4642.342
31.683,4674.024
32.445,4706.469
31.863,4738.332
31.728,4770.060
32.933,4802.992
31.723,4834.715
31.589,4866.304
31.449,4897.753
32.456,4930.208
32.175,4962.383
31.509,4993.893
30.766,5024.659
31.375,5056.034
31.339,5087.373
31.912,5119.285
30.876,5150.161
30.733,5180.894
31.062,5211.955
31.858,5243.813
31.374,5275.187
31.504,5306.691
31.479,5338.170
31.916,5370.086
32.928,5403.015
32.001,5435.016
32.774,5467.791
32.959,5500.750
33.063,5533.812
32.474,5566.286
33.003,5599.290
32.584,5631.873
32.894,5664.767
33.605,5698.371
32.977,5731.348
33.321,5764.669
32.082,5796.751
32.454,5829.206
33.302,5862.508
32.405,5894.913
33.570,5928.483
33.131,5961.614
33.601,5995.215
32.400,6027.615
32.137,6059.752
32.579,6092.331
32.246,6124.577
32.787,6157.363
31.539,6188.902
32.201,6221.103
32.843,6253.945
32.807,6286.752
31.528,6318.281
32.101,6350.382
32.952,6383.334
31.467,6414.802
32.257,6447.059
32.580,6479.639
32.662,6512.301
32.399,6544.701
32.300,6577.000
31.922,6608.922
32.409,6641.331
31.861,6673.192
32.444,6705.636
32.967,6738.603
31.782,6770.385
31.946,6802.331
31.099,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
0.000,6833.430
MARK 002
