#
Not MAP,MAPwindow,isRPM,Sensor,MAP ADC,RPM,Tooth No,MAP
Flag,Flag,Flag,#,ADC,rpm,tooth,kPa
1.000,NaN,1.000,NaN,NaN,1.000,NaN,NaN
0.000,1.000,1.000,0.000,344.000,1.000,NaN,94.066
0.000,1.000,1.000,0.000,343.000,1.000,NaN,93.822
0.000,1.000,1.000,0.000,343.000,1.000,NaN,93.822
0.000,1.000,1.000,0.000,343.000,1.000,NaN,93.822
0.000,1.000,1.000,0.000,341.000,1.000,NaN,93.333
0.000,1.000,1.000,0.000,340.000,1.000,NaN,93.089
0.000,1.000,1.000,0.000,340.000,1.000,NaN,93.089
0.000,1.000,1.000,0.000,340.000,1.000,NaN,93.089
0.000,1.000,1.000,0.000,337.000,1.000,NaN,92.356
0.000,1.000,1.000,0.000,336.000,1.000,NaN,92.111
0.000,1.000,1.000,0.000,332.000,1.000,NaN,91.134
0.000,1.000,1.000,0.000,332.000,1.000,NaN,91.134
0.000,1.000,1.000,0.000,331.000,1.000,NaN,90.890
0.000,1.000,1.000,0.000,331.000,1.000,NaN,90.890
0.000,1.000,1.000,0.000,336.000,1.000,NaN,92.111
0.000,1.000,1.000,0.000,331.000,1.000,NaN,90.890
0.000,1.000,1.000,0.000,331.000,1.000,NaN,90.890
0.000,1.000,1.000,0.000,335.000,1.000,NaN,91.867
0.000,1.000,1.000,0.000,333.000,1.000,NaN,91.378
0.000,1.000,1.000,0.000,332.000,1.000,NaN,91.134
0.000,1.000,1.000,0.000,332.000,1.000,NaN,91.134
0.000,1.000,1.000,0.000,332.000,1.000,NaN,91.134
0.000,1.000,1.000,0.000,331.000,1.000,NaN,90.890
0.000,1.000,1.000,0.000,332.000,1.000,NaN,91.134
0.000,1.000,1.000,0.000,332.000,1.000,NaN,91.134
0.000,1.000,1.000,0.000,332.000,1.000,NaN,91.134
0.000,1.000,1.000,0.000,333.000,1.000,NaN,91.378
0.000,1.000,1.000,0.000,335.000,1.000,NaN,91.867
0.000,1.000,1.000,0.000,334.000,1.000,NaN,91.623
0.000,1.000,1.000,0.000,335.000,1.000,NaN,91.867
0.000,1.000,1.000,0.000,335.000,1.000,NaN,91.867
0.000,1.000,1.000,0.000,335.000,1.000,NaN,91.867
0.000,1.000,1.000,0.000,335.000,1.000,NaN,91.867
0.000,1.000,1.000,0.000,336.000,1.000,NaN,92.111
0.000,1.000,1.000,0.000,340.000,1.000,NaN,93.089
0.000,1.000,1.000,0.000,342.000,1.000,NaN,93.578
0.000,1.000,1.000,0.000,339.000,1.000,NaN,92.845
0.000,1.000,1.000,0.000,340.000,1.000,NaN,93.089
0.000,1.000,1.000,0.000,340.000,1.000,NaN,93.089
0.000,1.000,1.000,0.000,344.000,1.000,NaN,94.066
0.000,1.000,1.000,0.000,343.000,1.000,NaN,93.822
0.000,1.000,1.000,0.000,341.000,1.000,NaN,93.333
0.000,1.000,1.000,0.000,339.000,1.000,NaN,92.845
0.000,1.000,1.000,0.000,342.000,1.000,NaN,93.578
0.000,1.000,1.000,0.000,342.000,1.000,NaN,93.578
0.000,1.000,1.000,0.000,343.000,1.000,NaN,93.822
0.000,1.000,1.000,0.000,343.000,1.000,NaN,93.822
0.000,1.000,1.000,0.000,344.000,1.000,NaN,94.066
0.000,1.000,1.000,0.000,342.000,1.000,NaN,93.578
0.000,1.000,1.000,0.000,342.000,1.000,NaN,93.578
0.000,1.000,1.000,0.000,341.000,1.000,NaN,93.333
0.000,1.000,1.000,0.000,344.000,1.000,NaN,94.066
0.000,1.000,1.000,0.000,344.000,1.000,NaN,94.066
0.000,1.000,1.000,0.000,344.000,1.000,NaN,94.066
0.000,1.000,1.000,0.000,343.000,1.000,NaN,93.822
0.000,1.000,1.000,0.000,343.000,1.000,NaN,93.822
0.000,1.000,1.000,0.000,343.000,1.000,NaN,93.822
0.000,1.000,1.000,0.000,343.000,1.000,NaN,93.822
0.000,1.000,1.000,0.000,343.000,1.000,NaN,93.822
0.000,0.000,1.000,0.000,343.000,1.000,NaN,93.822
0.000,0.000,1.000,0.000,347.000,1.000,NaN,94.800
0.000,0.000,1.000,0.000,344.000,1.000,NaN,94.066
0.000,0.000,1.000,0.000,345.000,1.000,NaN,94.311
0.000,0.000,1.000,0.000,348.000,1.000,NaN,95.044
0.000,0.000,1.000,0.000,347.000,1.000,NaN,94.800
0.000,0.000,1.000,0.000,347.000,1.000,NaN,94.800
0.000,0.000,1.000,0.000,347.000,1.000,NaN,94.800
0.000,0.000,1.000,0.000,347.000,1.000,NaN,94.800
0.000,0.000,1.000,0.000,350.000,1.000,NaN,95.533
0.000,0.000,1.000,0.000,350.000,1.000,NaN,95.533
0.000,0.000,1.000,0.000,347.000,1.000,NaN,94.800
0.000,0.000,1.000,0.000,344.000,1.000,NaN,94.066
