#Firmware: MS2/Extra 3.4.4 release  20201006 18:17BST(c)KC/JSM/JB    uS
TriggerTime,Time
ms,ms
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
0.000,9047.563
MARK 000
30.099,9077.661
28.979,9106.641
28.966,9135.606
29.855,9165.462
28.383,9193.845
28.244,9222.089
29.875,9251.964
30.257,9282.221
29.967,9312.188
30.127,9342.315
29.874,9372.189
29.615,9401.805
29.822,9431.627
30.126,9461.753
29.545,9491.298
30.175,9521.473
28.127,9549.600
27.170,9576.770
28.789,9605.559
26.717,9632.275
25.543,9657.818
26.886,9684.704
28.347,9713.051
27.447,9740.498
27.171,9767.669
28.799,9796.468
27.374,9823.841
26.665,9850.506
28.187,9878.692
29.484,9908.176
27.719,9935.896
26.987,9962.882
28.592,9991.474
30.108,10021.581
28.067,10049.648
27.172,10076.820
28.742,10105.562
30.093,10135.655
28.775,10164.431
28.567,10192.998
30.310,10223.308
30.703,10254.010
30.216,10284.226
30.998,10315.224
30.108,10345.331
30.227,10375.558
29.786,10405.344
30.059,10435.402
31.450,10466.853
28.806,10495.658
27.800,10523.458
29.523,10552.981
29.781,10582.762
30.277,10613.038
28.996,10642.034
